Time,Displacement,Force,Strain 1,Tensile displacement,Tensile stress,Tensile strain (Displacement)
(s),(mm),(kN),(%),(mm),(MPa),(%)
"24.9800","2.5908","1.2895","0.0009","2.4940","33.0292","3.1138"
"25.0000","2.5927","1.2888","-0.0014","2.4960","33.0111","3.1162"
"25.0200","2.5949","1.2881","-0.0019","2.4981","32.9933","3.1189"
"25.0400","2.5970","1.2874","0.0026","2.5002","32.9761","3.1215"
"25.0600","2.5989","1.2867","-0.0004","2.5021","32.9580","3.1239"
"25.0800","2.6008","1.2858","0.0007","2.5040","32.9350","3.1263"
"25.1000","2.6027","1.2849","0.0000","2.5060","32.9134","3.1287"
"25.1200","2.6047","1.2843","-0.0026","2.5079","32.8972","3.1311"
"25.1400","2.6068","1.2836","0.0024","2.5100","32.8802","3.1337"
"25.1600","2.6089","1.2829","0.0015","2.5122","32.8621","3.1364"
"25.1800","2.6109","1.2822","-0.0001","2.5142","32.8437","3.1389"
"25.2000","2.6127","1.2815","-0.0005","2.5160","32.8264","3.1412"
"25.2200","2.6146","1.2807","-0.0012","2.5179","32.8060","3.1436"
"25.2400","2.6167","1.2800","0.0021","2.5199","32.7863","3.1461"
"25.2600","2.6188","1.2793","0.0012","2.5221","32.7688","3.1488"
"25.2800","2.6210","1.2786","-0.0004","2.5242","32.7521","3.1515"
"25.3000","2.6231","1.2780","-0.0006","2.5263","32.7355","3.1541"
"25.3200","2.6249","1.2773","-0.0023","2.5282","32.7180","3.1564"
"25.3400","2.6267","1.2765","0.0028","2.5299","32.6961","3.1586"
"25.3600","2.6286","1.2756","0.0025","2.5319","32.6746","3.1610"
"25.3800","2.6307","1.2749","-0.0022","2.5340","32.6560","3.1636"
"25.4000","2.6328","1.2742","-0.0006","2.5361","32.6392","3.1663"
"25.4200","2.6348","1.2736","0.0002","2.5381","32.6234","3.1687"
"25.4400","2.6367","1.2729","0.0027","2.5400","32.6039","3.1712"
"25.4600","2.6387","1.2721","0.0010","2.5419","32.5853","3.1735"
"25.4800","2.6405","1.2713","-0.0014","2.5437","32.5628","3.1758"
"25.5000","2.6426","1.2705","0.0002","2.5458","32.5432","3.1785"
"25.5200","2.6447","1.2698","-0.0009","2.5480","32.5268","3.1811"
"25.5400","2.6468","1.2693","0.0017","2.5501","32.5118","3.1837"
"25.5600","2.6488","1.2686","0.0023","2.5521","32.4942","3.1862"
"25.5800","2.6509","1.2678","-0.0023","2.5541","32.4756","3.1888"
"25.6000","2.6530","1.2673","-0.0009","2.5562","32.4605","3.1914"
"25.6200","2.6548","1.2666","0.0016","2.5581","32.4431","3.1938"
"25.6400","2.6568","1.2658","0.0013","2.5601","32.4231","3.1962"
"25.6600","2.6588","1.2651","0.0007","2.5620","32.4054","3.1987"
"25.6800","2.6608","1.2644","-0.0018","2.5640","32.3882","3.2012"
"25.7000","2.6628","1.2637","0.0005","2.5661","32.3691","3.2037"
"25.7200","2.6648","1.2630","0.0010","2.5681","32.3516","3.2062"
"25.7400","2.6668","1.2623","0.0002","2.5701","32.3340","3.2087"
"25.7600","2.6686","1.2616","0.0021","2.5719","32.3146","3.2110"
"25.7800","2.6706","1.2608","-0.0023","2.5739","32.2942","3.2134"
"25.8000","2.6727","1.2600","-0.0012","2.5759","32.2751","3.2160"
"25.8200","2.6748","1.2593","0.0033","2.5780","32.2567","3.2187"
"25.8400","2.6769","1.2588","0.0005","2.5801","32.2431","3.2213"
"25.8600","2.6789","1.2582","-0.0004","2.5822","32.2276","3.2238"
"25.8800","2.6809","1.2575","-0.0010","2.5841","32.2113","3.2263"
"25.9000","2.6827","1.2567","0.0008","2.5859","32.1899","3.2285"
"25.9200","2.6847","1.2559","0.0022","2.5879","32.1686","3.2310"
"25.9400","2.6868","1.2551","-0.0005","2.5900","32.1497","3.2336"
"25.9600","2.6888","1.2545","0.0006","2.5921","32.1327","3.2362"
"25.9800","2.6908","1.2539","-0.0003","2.5940","32.1171","3.2386"
"26.0000","2.6927","1.2532","-0.0005","2.5960","32.1002","3.2411"
"26.0200","2.6947","1.2525","0.0030","2.5980","32.0819","3.2436"
"26.0400","2.6967","1.2518","0.0006","2.5999","32.0640","3.2460"
"26.0600","2.6988","1.2510","-0.0016","2.6020","32.0437","3.2486"
"26.0800","2.7008","1.2503","0.0005","2.6041","32.0258","3.2511"
"26.1000","2.7028","1.2495","0.0009","2.6060","32.0052","3.2536"
"26.1200","2.7048","1.2488","0.0015","2.6080","31.9878","3.2561"
"26.1400","2.7068","1.2481","-0.0002","2.6100","31.9696","3.2586"
"26.1600","2.7089","1.2474","-0.0003","2.6122","31.9518","3.2613"
"26.1800","2.7108","1.2468","0.0012","2.6141","31.9368","3.2636"
"26.2000","2.7127","1.2461","-0.0012","2.6160","31.9182","3.2660"
"26.2200","2.7146","1.2452","0.0027","2.6179","31.8954","3.2684"
"26.2400","2.7165","1.2444","0.0020","2.6198","31.8744","3.2708"
"26.2600","2.7186","1.2436","-0.0028","2.6219","31.8549","3.2734"
"26.2800","2.7207","1.2430","0.0009","2.6240","31.8380","3.2760"
"26.3000","2.7228","1.2423","0.0012","2.6261","31.8208","3.2787"
"26.3200","2.7246","1.2415","0.0022","2.6279","31.8016","3.2809"
"26.3400","2.7265","1.2406","0.0003","2.6297","31.7782","3.2832"
"26.3600","2.7285","1.2397","-0.0028","2.6318","31.7554","3.2858"
"26.3800","2.7307","1.2390","0.0025","2.6340","31.7365","3.2885"
"26.4000","2.7329","1.2383","0.0005","2.6362","31.7194","3.2912"
"26.4200","2.7350","1.2377","0.0011","2.6383","31.7028","3.2939"
"26.4400","2.7370","1.2371","0.0018","2.6403","31.6877","3.2963"
"26.4600","2.7387","1.2363","-0.0030","2.6420","31.6663","3.2985"
"26.4800","2.7407","1.2352","0.0019","2.6439","31.6396","3.3009"
"26.5000","2.7428","1.2343","0.0024","2.6460","31.6166","3.3035"
"26.5200","2.7449","1.2336","0.0000","2.6481","31.5972","3.3062"
"26.5400","2.7469","1.2329","-0.0006","2.6502","31.5792","3.3087"
"26.5600","2.7488","1.2321","-0.0009","2.6521","31.5597","3.3111"
"26.5800","2.7508","1.2311","0.0030","2.6540","31.5353","3.3135"
"26.6000","2.7526","1.2301","0.0007","2.6559","31.5092","3.3158"
"26.6200","2.7547","1.2291","0.0002","2.6579","31.4842","3.3184"
"26.6400","2.7568","1.2282","0.0008","2.6601","31.4607","3.3211"
"26.6600","2.7589","1.2274","-0.0012","2.6621","31.4400","3.3236"
"26.6800","2.7608","1.2265","0.0017","2.6641","31.4169","3.3261"
"26.7000","2.7628","1.2255","0.0021","2.6661","31.3905","3.3286"
"26.7200","2.7650","1.2245","-0.0002","2.6682","31.3659","3.3312"
"26.7400","2.7668","1.2235","-0.0010","2.6701","31.3403","3.3336"
"26.7600","2.7688","1.2225","0.0002","2.6720","31.3144","3.3360"
"26.7800","2.7707","1.2214","0.0016","2.6740","31.2868","3.3384"
"26.8000","2.7727","1.2203","0.0019","2.6759","31.2588","3.3409"
"26.8200","2.7747","1.2193","0.0000","2.6780","31.2314","3.3434"
"26.8400","2.7768","1.2181","0.0000","2.6800","31.2022","3.3460"
"26.8600","2.7789","1.2169","0.0006","2.6821","31.1718","3.3486"
"26.8800","2.7807","1.2157","0.0005","2.6840","31.1402","3.3509"
"26.9000","2.7827","1.2144","0.0036","2.6859","31.1069","3.3533"
"26.9200","2.7847","1.2131","-0.0007","2.6879","31.0737","3.3559"
"26.9400","2.7868","1.2118","-0.0026","2.6900","31.0403","3.3585"
"26.9600","2.7889","1.2106","0.0019","2.6922","31.0090","3.3612"
"26.9800","2.7910","1.2093","0.0016","2.6942","30.9753","3.3637"
"27.0000","2.7930","1.2078","0.0019","2.6962","30.9365","3.3662"
"27.0200","2.7947","1.2062","-0.0006","2.6980","30.8968","3.3684"
"27.0400","2.7967","1.2045","-0.0008","2.6999","30.8532","3.3708"
"27.0600","2.7988","1.2027","0.0012","2.7020","30.8070","3.3734"
"27.0800","2.8008","1.2010","0.0002","2.7041","30.7622","3.3760"
"27.1000","2.8028","1.1991","0.0035","2.7061","30.7143","3.3785"
"27.1200","2.8047","1.1971","-0.0001","2.7080","30.6622","3.3809"
"27.1400","2.8067","1.1948","-0.0030","2.7100","30.6053","3.3834"
"27.1600","2.8086","1.1923","0.0022","2.7119","30.5415","3.3857"
"27.1800","2.8106","1.1897","0.0025","2.7139","30.4731","3.3883"
"27.2000","2.8128","1.1867","0.0018","2.7160","30.3971","3.3909"
"27.2200","2.8148","1.1835","-0.0015","2.7181","30.3159","3.3935"
"27.2400","2.8169","1.1800","-0.0024","2.7201","30.2245","3.3960"
"27.2600","2.8189","1.1758","0.0029","2.7221","30.1172","3.3986"
"27.2800","2.8211","1.1710","0.0027","2.7243","29.9936","3.4013"
"27.3000","2.8230","1.1652","0.0006","2.7263","29.8466","3.4037"
"27.3200","2.8250","1.1584","-0.0017","2.7282","29.6723","3.4061"
"27.3400","2.8269","1.1499","-0.0023","2.7301","29.4556","3.4085"
"27.3600","2.8288","1.1392","0.0046","2.7320","29.1815","3.4109"
"27.3800","2.8308","1.1255","0.0033","2.7341","28.8302","3.4135"
"27.4000","2.8329","1.1074","-0.0028","2.7361","28.3649","3.4160"
"27.4200","2.8350","1.0821","-0.0010","2.7382","27.7190","3.4187"
"27.4400","2.8369","1.0452","0.0010","2.7401","26.7719","3.4210"
"27.4600","2.8388","0.9884","0.0036","2.7420","25.3176","3.4234"
"27.4800","2.8408","0.8981","0.0003","2.7441","23.0042","3.4260"
"27.5000","2.8433","0.6098","-0.0016","2.7466","15.6187","3.4291"
"27.5150","2.8453","0.2659","-0.0025","2.7485","6.8097","3.4315"

