Time,Displacement,Force,Strain 1,Tensile displacement,Tensile stress,Tensile strain (Displacement)
(s),(mm),(kN),(%),(mm),(MPa),(%)
"153.9400","15.4259","17.6029","-0.0007","15.3899","450.6633","19.2287"
"153.9600","15.4279","17.6023","-0.0014","15.3919","450.6481","19.2312"
"153.9800","15.4300","17.6037","0.0036","15.3940","450.6837","19.2338"
"154.0000","15.4322","17.6064","0.0024","15.3962","450.7537","19.2366"
"154.0200","15.4343","17.6094","-0.0047","15.3983","450.8304","19.2392"
"154.0400","15.4361","17.6102","0.0010","15.4000","450.8489","19.2414"
"154.0600","15.4377","17.6059","0.0017","15.4017","450.7410","19.2434"
"154.0800","15.4397","17.6008","0.0003","15.4037","450.6092","19.2459"
"154.1000","15.4419","17.6006","0.0020","15.4058","450.6039","19.2486"
"154.1200","15.4441","17.6044","-0.0026","15.4081","450.7003","19.2515"
"154.1400","15.4464","17.6097","-0.0001","15.4104","450.8362","19.2543"
"154.1600","15.4484","17.6133","0.0009","15.4124","450.9291","19.2568"
"154.1800","15.4500","17.6120","0.0009","15.4140","450.8956","19.2588"
"154.2000","15.4516","17.6052","0.0020","15.4156","450.7221","19.2608"
"154.2200","15.4537","17.5990","-0.0039","15.4176","450.5633","19.2634"
"154.2400","15.4559","17.5994","0.0005","15.4199","450.5737","19.2662"
"154.2600","15.4581","17.6043","0.0024","15.4221","450.6989","19.2689"
"154.2800","15.4601","17.6083","-0.0015","15.4241","450.8017","19.2714"
"154.3000","15.4620","17.6082","0.0019","15.4259","450.7994","19.2737"
"154.3200","15.4637","17.6051","-0.0007","15.4277","450.7199","19.2759"
"154.3400","15.4654","17.6007","-0.0006","15.4294","450.6060","19.2781"
"154.3600","15.4676","17.5978","0.0000","15.4316","450.5318","19.2808"
"154.3800","15.4699","17.6005","-0.0007","15.4339","450.6019","19.2836"
"154.4000","15.4720","17.6056","0.0039","15.4360","450.7321","19.2863"
"154.4200","15.4741","17.6086","-0.0024","15.4381","450.8100","19.2889"
"154.4400","15.4762","17.6096","-0.0017","15.4401","450.8349","19.2915"
"154.4600","15.4781","17.6093","0.0031","15.4420","450.8265","19.2938"
"154.4800","15.4798","17.6063","-0.0011","15.4438","450.7503","19.2960"
"154.5000","15.4819","17.6028","0.0022","15.4459","450.6601","19.2986"
"154.5200","15.4840","17.6030","-0.0005","15.4480","450.6649","19.3013"
"154.5400","15.4861","17.6049","-0.0021","15.4501","450.7152","19.3039"
"154.5600","15.4882","17.6066","0.0013","15.4521","450.7585","19.3065"
"154.5800","15.4902","17.6074","0.0005","15.4542","450.7791","19.3090"
"154.6000","15.4921","17.6070","0.0018","15.4560","450.7677","19.3113"
"154.6200","15.4938","17.6039","-0.0012","15.4578","450.6893","19.3135"
"154.6400","15.4958","17.6000","-0.0014","15.4598","450.5897","19.3160"
"154.6600","15.4979","17.5999","0.0021","15.4619","450.5873","19.3187"
"154.6800","15.5000","17.6024","-0.0009","15.4640","450.6492","19.3213"
"154.7000","15.5022","17.6053","0.0004","15.4662","450.7238","19.3240"
"154.7200","15.5043","17.6076","0.0019","15.4682","450.7829","19.3266"
"154.7400","15.5060","17.6076","-0.0013","15.4700","450.7829","19.3288"
"154.7600","15.5077","17.6033","-0.0008","15.4716","450.6737","19.3308"
"154.7800","15.5097","17.5981","0.0006","15.4737","450.5390","19.3334"
"154.8000","15.5119","17.5982","0.0023","15.4759","450.5434","19.3362"
"154.8200","15.5141","17.6025","0.0006","15.4780","450.6529","19.3388"
"154.8400","15.5161","17.6062","-0.0031","15.4801","450.7467","19.3414"
"154.8600","15.5181","17.6070","0.0004","15.4821","450.7679","19.3439"
"154.8800","15.5200","17.6057","0.0018","15.4839","450.7355","19.3462"
"154.9000","15.5218","17.6027","0.0000","15.4857","450.6569","19.3484"
"154.9200","15.5238","17.5996","0.0012","15.4878","450.5779","19.3510"
"154.9400","15.5260","17.6006","-0.0023","15.4900","450.6029","19.3538"
"154.9600","15.5280","17.6034","-0.0012","15.4920","450.6747","19.3563"
"154.9800","15.5301","17.6050","0.0028","15.4941","450.7158","19.3589"
"155.0000","15.5322","17.6058","0.0006","15.4962","450.7374","19.3615"
"155.0200","15.5342","17.6061","0.0005","15.4981","450.7458","19.3639"
"155.0400","15.5359","17.6037","-0.0024","15.4998","450.6845","19.3661"
"155.0600","15.5378","17.5993","-0.0003","15.5017","450.5722","19.3684"
"155.0800","15.5398","17.5976","0.0031","15.5038","450.5264","19.3710"
"155.1000","15.5418","17.5983","-0.0010","15.5058","450.5450","19.3735"
"155.1200","15.5440","17.6001","0.0014","15.5079","450.5923","19.3762"
"155.1400","15.5461","17.6026","-0.0013","15.5100","450.6552","19.3788"
"155.1600","15.5480","17.6040","-0.0021","15.5119","450.6925","19.3812"
"155.1800","15.5496","17.6018","0.0036","15.5136","450.6352","19.3832"
"155.2000","15.5515","17.5968","0.0006","15.5155","450.5080","19.3856"
"155.2200","15.5536","17.5952","0.0002","15.5176","450.4651","19.3883"
"155.2400","15.5559","17.5980","-0.0013","15.5198","450.5373","19.3911"
"155.2600","15.5582","17.6030","-0.0014","15.5222","450.6664","19.3940"
"155.2800","15.5604","17.6080","0.0029","15.5243","450.7943","19.3967"
"155.3000","15.5622","17.6095","0.0005","15.5261","450.8330","19.3989"
"155.3200","15.5637","17.6048","0.0011","15.5277","450.7124","19.4009"
"155.3400","15.5657","17.5978","-0.0008","15.5296","450.5328","19.4033"
"155.3600","15.5679","17.5962","-0.0029","15.5319","450.4923","19.4061"
"155.3800","15.5702","17.6005","0.0035","15.5341","450.6004","19.4089"
"155.4000","15.5723","17.6053","0.0012","15.5362","450.7235","19.4115"
"155.4200","15.5742","17.6064","-0.0015","15.5381","450.7519","19.4139"
"155.4400","15.5759","17.6038","0.0002","15.5399","450.6866","19.4161"
"155.4600","15.5777","17.5992","-0.0006","15.5416","450.5695","19.4183"
"155.4800","15.5797","17.5954","0.0018","15.5437","450.4705","19.4209"
"155.5000","15.5820","17.5967","-0.0004","15.5460","450.5043","19.4237"
"155.5200","15.5841","17.6010","0.0006","15.5481","450.6150","19.4263"
"155.5400","15.5862","17.6037","0.0027","15.5501","450.6833","19.4289"
"155.5600","15.5882","17.6044","-0.0032","15.5522","450.7023","19.4315"
"155.5800","15.5902","17.6040","0.0003","15.5541","450.6914","19.4339"
"155.6000","15.5918","17.6013","0.0023","15.5558","450.6232","19.4360"
"155.6200","15.5938","17.5970","-0.0001","15.5578","450.5114","19.4385"
"155.6400","15.5960","17.5961","0.0010","15.5599","450.4900","19.4411"
"155.6600","15.5980","17.5978","-0.0028","15.5620","450.5332","19.4437"
"155.6800","15.6001","17.5997","0.0001","15.5641","450.5819","19.4463"
"155.7000","15.6022","17.6014","0.0026","15.5661","450.6242","19.4489"
"155.7200","15.6041","17.6022","0.0009","15.5681","450.6445","19.4514"
"155.7400","15.6058","17.6003","0.0011","15.5698","450.5963","19.4535"
"155.7600","15.6078","17.5962","-0.0042","15.5717","450.4924","19.4559"
"155.7800","15.6099","17.5949","0.0006","15.5739","450.4586","19.4586"
"155.8000","15.6121","17.5974","0.0053","15.5761","450.5217","19.4613"
"155.8200","15.6143","17.6014","-0.0016","15.5783","450.6253","19.4641"
"155.8400","15.6164","17.6046","-0.0022","15.5804","450.7057","19.4667"
"155.8600","15.6183","17.6047","-0.0002","15.5822","450.7091","19.4690"
"155.8800","15.6199","17.6005","0.0017","15.5838","450.6023","19.4710"
"155.9000","15.6218","17.5943","0.0015","15.5857","450.4429","19.4734"
"155.9200","15.6240","17.5926","-0.0016","15.5879","450.4001","19.4762"
"155.9400","15.6261","17.5960","0.0006","15.5901","450.4852","19.4788"
"155.9600","15.6281","17.5995","-0.0001","15.5921","450.5762","19.4814"
"155.9800","15.6300","17.6002","-0.0005","15.5940","450.5947","19.4837"
"156.0000","15.6319","17.5987","0.0030","15.5959","450.5547","19.4861"
"156.0200","15.6336","17.5958","-0.0012","15.5976","450.4808","19.4882"
"156.0400","15.6356","17.5923","-0.0014","15.5996","450.3906","19.4907"
"156.0600","15.6379","17.5926","0.0018","15.6018","450.4001","19.4935"
"156.0800","15.6399","17.5965","-0.0008","15.6039","450.5005","19.4961"
"156.1000","15.6420","17.5994","0.0001","15.6060","450.5725","19.4987"
"156.1200","15.6442","17.6011","0.0001","15.6082","450.6175","19.5014"
"156.1400","15.6463","17.6027","0.0017","15.6102","450.6587","19.5040"
"156.1600","15.6480","17.6017","0.0000","15.6120","450.6333","19.5062"
"156.1800","15.6499","17.5975","-0.0038","15.6139","450.5240","19.5086"
"156.2000","15.6519","17.5949","0.0035","15.6159","450.4580","19.5111"
"156.2200","15.6540","17.5949","0.0029","15.6179","450.4580","19.5136"
"156.2400","15.6561","17.5962","-0.0024","15.6201","450.4904","19.5163"
"156.2600","15.6582","17.5982","-0.0009","15.6222","450.5430","19.5189"
"156.2800","15.6601","17.5995","-0.0010","15.6241","450.5750","19.5214"
"156.3000","15.6618","17.5976","0.0024","15.6258","450.5261","19.5235"
"156.3200","15.6636","17.5928","0.0016","15.6276","450.4049","19.5257"
"156.3400","15.6657","17.5902","-0.0021","15.6297","450.3380","19.5283"
"156.3600","15.6679","17.5922","-0.0013","15.6319","450.3883","19.5311"
"156.3800","15.6702","17.5965","-0.0004","15.6342","450.4997","19.5339"
"156.4000","15.6724","17.6009","0.0032","15.6363","450.6111","19.5366"
"156.4200","15.6742","17.6024","0.0007","15.6382","450.6499","19.5390"
"156.4400","15.6758","17.5988","-0.0033","15.6397","450.5583","19.5409"
"156.4600","15.6776","17.5918","0.0015","15.6416","450.3790","19.5432"
"156.4800","15.6799","17.5890","0.0011","15.6438","450.3062","19.5460"
"156.5000","15.6821","17.5930","-0.0009","15.6461","450.4084","19.5488"
"156.5200","15.6843","17.5987","0.0002","15.6483","450.5544","19.5515"
"156.5400","15.6862","17.6010","0.0005","15.6502","450.6144","19.5539"
"156.5600","15.6881","17.5994","0.0013","15.6520","450.5734","19.5562"
"156.5800","15.6898","17.5954","-0.0021","15.6538","450.4713","19.5584"
"156.6000","15.6918","17.5911","-0.0010","15.6557","450.3611","19.5608"
"156.6200","15.6940","17.5910","0.0035","15.6580","450.3573","19.5637"
"156.6400","15.6961","17.5950","0.0000","15.6601","450.4612","19.5663"
"156.6600","15.6982","17.5977","-0.0021","15.6622","450.5311","19.5689"
"156.6800","15.7002","17.5984","-0.0005","15.6642","450.5482","19.5714"
"156.7000","15.7022","17.5982","0.0010","15.6662","450.5416","19.5739"
"156.7200","15.7039","17.5964","0.0028","15.6679","450.4957","19.5761"
"156.7400","15.7058","17.5922","-0.0006","15.6698","450.3894","19.5784"
"156.7600","15.7079","17.5903","-0.0028","15.6719","450.3405","19.5810"
"156.7800","15.7099","17.5915","0.0013","15.6739","450.3701","19.5835"
"156.8000","15.7120","17.5927","0.0019","15.6759","450.4030","19.5861"
"156.8200","15.7140","17.5941","0.0006","15.6780","450.4366","19.5886"
"156.8400","15.7160","17.5949","-0.0013","15.6800","450.4591","19.5911"
"156.8600","15.7177","17.5942","-0.0007","15.6817","450.4391","19.5933"
"156.8800","15.7195","17.5902","0.0026","15.6835","450.3382","19.5955"
"156.9000","15.7216","17.5876","-0.0017","15.6856","450.2712","19.5982"
"156.9200","15.7238","17.5893","0.0001","15.6878","450.3158","19.6009"
"156.9400","15.7261","17.5934","0.0026","15.6900","450.4189","19.6037"
"156.9600","15.7283","17.5978","-0.0017","15.6922","450.5312","19.6064"
"156.9800","15.7302","17.6002","-0.0004","15.6942","450.5937","19.6089"
"157.0000","15.7319","17.5982","-0.0007","15.6959","450.5423","19.6110"
"157.0200","15.7337","17.5920","0.0022","15.6976","450.3832","19.6132"
"157.0400","15.7359","17.5884","0.0021","15.6999","450.2908","19.6160"
"157.0600","15.7381","17.5910","-0.0035","15.7021","450.3593","19.6188"
"157.0800","15.7402","17.5955","0.0004","15.7042","450.4731","19.6214"
"157.1000","15.7422","17.5975","0.0003","15.7062","450.5261","19.6239"
"157.1200","15.7441","17.5964","0.0011","15.7081","450.4970","19.6263"
"157.1400","15.7459","17.5935","0.0029","15.7098","450.4225","19.6285"
"157.1600","15.7478","17.5895","-0.0038","15.7117","450.3201","19.6308"
"157.1800","15.7500","17.5885","-0.0011","15.7139","450.2935","19.6336"
"157.2000","15.7520","17.5913","0.0028","15.7160","450.3665","19.6361"
"157.2200","15.7541","17.5934","0.0014","15.7180","450.4200","19.6387"
"157.2400","15.7562","17.5944","0.0001","15.7201","450.4442","19.6413"
"157.2600","15.7582","17.5953","-0.0029","15.7222","450.4675","19.6439"
"157.2800","15.7600","17.5950","0.0014","15.7239","450.4605","19.6461"
"157.3000","15.7618","17.5911","0.0010","15.7257","450.3609","19.6483"
"157.3200","15.7638","17.5880","-0.0016","15.7278","450.2806","19.6509"
"157.3400","15.7659","17.5883","0.0029","15.7298","450.2881","19.6534"
"157.3600","15.7680","17.5900","-0.0018","15.7320","450.3326","19.6561"
"157.3800","15.7702","17.5926","-0.0021","15.7341","450.3998","19.6588"
"157.4000","15.7722","17.5950","0.0028","15.7362","450.4609","19.6614"
"157.4200","15.7739","17.5945","0.0003","15.7379","450.4490","19.6635"
"157.4400","15.7757","17.5900","0.0011","15.7396","450.3320","19.6657"
"157.4600","15.7777","17.5858","-0.0022","15.7417","450.2254","19.6683"
"157.4800","15.7799","17.5865","-0.0005","15.7439","450.2433","19.6710"
"157.5000","15.7822","17.5902","0.0035","15.7461","450.3381","19.6738"
"157.5200","15.7844","17.5948","-0.0020","15.7483","450.4566","19.6765"
"157.5400","15.7863","17.5969","0.0011","15.7503","450.5106","19.6790"
"157.5600","15.7879","17.5943","0.0001","15.7519","450.4435","19.6810"
"157.5800","15.7896","17.5875","-0.0020","15.7536","450.2686","19.6831"
"157.6000","15.7917","17.5829","0.0027","15.7557","450.1507","19.6858"
"157.6200","15.7940","17.5850","-0.0003","15.7579","450.2040","19.6886"
"157.6400","15.7961","17.5898","0.0002","15.7601","450.3280","19.6912"
"157.6600","15.7981","17.5925","-0.0001","15.7620","450.3973","19.6937"
"157.6800","15.7999","17.5917","-0.0007","15.7639","450.3765","19.6960"
"157.7000","15.8017","17.5888","0.0021","15.7656","450.3031","19.6982"
"157.7200","15.8035","17.5847","-0.0014","15.7674","450.1974","19.7004"
"157.7400","15.8057","17.5829","0.0015","15.7697","450.1521","19.7032"
"157.7600","15.8080","17.5867","0.0015","15.7719","450.2495","19.7060"
"157.7800","15.8101","17.5914","-0.0036","15.7740","450.3687","19.7087"
"157.8000","15.8122","17.5938","0.0012","15.7761","450.4293","19.7113"
"157.8200","15.8142","17.5947","0.0022","15.7782","450.4521","19.7139"
"157.8400","15.8160","17.5940","0.0002","15.7800","450.4355","19.7161"
"157.8600","15.8179","17.5902","-0.0010","15.7818","450.3372","19.7184"
"157.8800","15.8200","17.5869","-0.0022","15.7839","450.2545","19.7210"
"157.9000","15.8220","17.5876","0.0023","15.7860","450.2718","19.7236"
"157.9200","15.8241","17.5892","0.0013","15.7880","450.3129","19.7262"
"157.9400","15.8261","17.5905","-0.0010","15.7901","450.3462","19.7287"
"157.9600","15.8282","17.5912","0.0005","15.7921","450.3636","19.7313"
"157.9800","15.8299","17.5905","-0.0018","15.7939","450.3452","19.7335"
"158.0000","15.8317","17.5868","0.0013","15.7957","450.2501","19.7357"
"158.0200","15.8338","17.5836","0.0026","15.7978","450.1679","19.7383"
"158.0400","15.8359","17.5846","-0.0015","15.7999","450.1936","19.7410"
"158.0600","15.8381","17.5878","-0.0008","15.8021","450.2761","19.7437"
"158.0800","15.8403","17.5911","-0.0004","15.8042","450.3622","19.7464"
"158.1000","15.8423","17.5929","0.0015","15.8063","450.4060","19.7489"
"158.1200","15.8440","17.5915","0.0008","15.8079","450.3719","19.7510"
"158.1400","15.8457","17.5858","-0.0013","15.8096","450.2244","19.7531"
"158.1600","15.8478","17.5810","0.0018","15.8117","450.1025","19.7558"
"158.1800","15.8500","17.5824","-0.0011","15.8140","450.1385","19.7585"
"158.2000","15.8521","17.5866","-0.0016","15.8161","450.2467","19.7612"
"158.2200","15.8541","17.5897","0.0024","15.8181","450.3243","19.7637"
"158.2400","15.8561","17.5900","0.0005","15.8201","450.3316","19.7662"
"158.2600","15.8579","17.5881","0.0005","15.8219","450.2852","19.7684"
"158.2800","15.8597","17.5845","-0.0015","15.8237","450.1931","19.7707"
"158.3000","15.8618","17.5820","-0.0026","15.8258","450.1275","19.7733"
"158.3200","15.8640","17.5837","0.0032","15.8279","450.1714","19.7760"
"158.3400","15.8661","17.5867","0.0021","15.8300","450.2485","19.7786"
"158.3600","15.8681","17.5886","-0.0017","15.8321","450.2963","19.7812"
"158.3800","15.8703","17.5897","-0.0034","15.8342","450.3255","19.7839"
"158.4000","15.8721","17.5903","0.0002","15.8361","450.3401","19.7862"
"158.4200","15.8738","17.5872","0.0058","15.8378","450.2610","19.7883"
"158.4400","15.8758","17.5828","-0.0007","15.8398","450.1472","19.7908"
"158.4600","15.8778","17.5816","-0.0046","15.8418","450.1180","19.7933"
"158.4800","15.8799","17.5826","0.0006","15.8438","450.1429","19.7959"
"158.5000","15.8820","17.5848","0.0027","15.8460","450.1992","19.7986"
"158.5200","15.8841","17.5874","0.0008","15.8481","450.2672","19.8012"
"158.5400","15.8859","17.5884","-0.0023","15.8498","450.2924","19.8034"
"158.5600","15.8875","17.5847","-0.0005","15.8515","450.1959","19.8054"
"158.5800","15.8895","17.5794","0.0017","15.8535","450.0614","19.8079"
"158.6000","15.8917","17.5790","-0.0008","15.8557","450.0521","19.8106"
"158.6200","15.8940","17.5831","-0.0001","15.8579","450.1561","19.8135"
"158.6400","15.8963","17.5889","0.0005","15.8603","450.3055","19.8164"
"158.6600","15.8984","17.5936","-0.0006","15.8624","450.4261","19.8190"
"158.6800","15.9001","17.5931","0.0009","15.8640","450.4123","19.8211"
"158.7000","15.9017","17.5864","-0.0011","15.8657","450.2411","19.8231"
"158.7200","15.9038","17.5799","-0.0010","15.8677","450.0748","19.8257"
"158.7400","15.9061","17.5802","0.0030","15.8700","450.0831","19.8286"
"158.7600","15.9083","17.5852","-0.0004","15.8723","450.2100","19.8314"
"158.7800","15.9103","17.5890","-0.0030","15.8742","450.3066","19.8339"
"158.8000","15.9121","17.5884","-0.0007","15.8761","450.2922","19.8362"
"158.8200","15.9139","17.5848","0.0026","15.8778","450.2000","19.8383"
"158.8400","15.9156","17.5799","0.0028","15.8796","450.0734","19.8406"
"158.8600","15.9178","17.5771","-0.0047","15.8818","450.0013","19.8433"
"158.8800","15.9200","17.5798","-0.0023","15.8840","450.0705","19.8461"
"158.9000","15.9221","17.5842","0.0036","15.8861","450.1850","19.8487"
"158.9200","15.9242","17.5864","0.0007","15.8881","450.2399","19.8512"
"158.9400","15.9262","17.5865","0.0008","15.8902","450.2434","19.8538"
"158.9600","15.9281","17.5859","-0.0018","15.8920","450.2277","19.8561"
"158.9800","15.9298","17.5829","-0.0014","15.8938","450.1501","19.8583"
"159.0000","15.9319","17.5794","0.0019","15.8959","450.0610","19.8609"
"159.0200","15.9340","17.5797","0.0003","15.8980","450.0701","19.8635"
"159.0400","15.9360","17.5817","0.0012","15.9000","450.1198","19.8661"
"159.0600","15.9381","17.5833","-0.0027","15.9021","450.1607","19.8686"
"159.0800","15.9402","17.5844","-0.0005","15.9041","450.1888","19.8712"
"159.1000","15.9420","17.5848","0.0037","15.9060","450.2009","19.8736"
"159.1200","15.9438","17.5824","-0.0030","15.9077","450.1371","19.8757"
"159.1400","15.9457","17.5784","0.0002","15.9097","450.0347","19.8782"
"159.1600","15.9479","17.5779","0.0025","15.9119","450.0220","19.8809"
"159.1800","15.9501","17.5806","-0.0013","15.9140","450.0916","19.8836"
"159.2000","15.9522","17.5842","-0.0015","15.9162","450.1848","19.8863"
"159.2200","15.9543","17.5867","-0.0014","15.9183","450.2495","19.8889"
"159.2400","15.9561","17.5864","0.0041","15.9200","450.2416","19.8911"
"159.2600","15.9577","17.5819","0.0011","15.9217","450.1245","19.8932"
"159.2800","15.9597","17.5765","-0.0055","15.9237","449.9862","19.8957"
"159.3000","15.9619","17.5759","0.0001","15.9259","449.9716","19.8984"
"159.3200","15.9640","17.5790","0.0014","15.9280","450.0516","19.9010"
"159.3400","15.9660","17.5818","0.0021","15.9300","450.1216","19.9035"
"159.3600","15.9680","17.5821","0.0004","15.9319","450.1310","19.9059"
"159.3800","15.9698","17.5806","-0.0056","15.9338","450.0934","19.9083"
"159.4000","15.9715","17.5775","0.0011","15.9355","450.0132","19.9104"
"159.4200","15.9736","17.5743","0.0039","15.9376","449.9297","19.9130"
"159.4400","15.9758","17.5752","0.0002","15.9398","449.9545","19.9157"
"159.4600","15.9779","17.5788","-0.0026","15.9418","450.0450","19.9183"
"159.4800","15.9800","17.5816","-0.0041","15.9440","450.1177","19.9210"
"159.5000","15.9822","17.5837","0.0049","15.9462","450.1722","19.9238"
"159.5200","15.9842","17.5854","0.0021","15.9482","450.2141","19.9262"
"159.5400","15.9859","17.5833","-0.0041","15.9499","450.1625","19.9284"
"159.5600","15.9878","17.5786","0.0005","15.9518","450.0418","19.9308"
"159.5800","15.9899","17.5765","0.0001","15.9538","449.9866","19.9333"
"159.6000","15.9919","17.5768","0.0014","15.9559","449.9949","19.9359"
"159.6200","15.9941","17.5783","-0.0007","15.9580","450.0339","19.9386"
"159.6400","15.9962","17.5806","-0.0018","15.9601","450.0917","19.9412"
"159.6600","15.9980","17.5816","0.0027","15.9620","450.1180","19.9435"
"159.6800","15.9997","17.5789","-0.0012","15.9636","450.0474","19.9456"
"159.7000","16.0016","17.5740","-0.0010","15.9655","449.9231","19.9479"
"159.7200","16.0037","17.5728","0.0001","15.9677","449.8925","19.9506"
"159.7400","16.0060","17.5763","-0.0002","15.9700","449.9812","19.9535"
"159.7600","16.0083","17.5821","0.0026","15.9723","450.1295","19.9564"
"159.7800","16.0104","17.5868","-0.0023","15.9744","450.2512","19.9590"
"159.8000","16.0122","17.5870","-0.0028","15.9761","450.2559","19.9612"
"159.8200","16.0137","17.5810","0.0026","15.9777","450.1022","19.9631"
"159.8400","16.0156","17.5736","0.0025","15.9796","449.9120","19.9655"
"159.8600","16.0179","17.5721","-0.0009","15.9819","449.8758","19.9684"
"159.8800","16.0202","17.5767","-0.0039","15.9842","449.9932","19.9712"
"159.9000","16.0223","17.5818","-0.0002","15.9862","450.1235","19.9738"
"159.9200","16.0242","17.5833","0.0039","15.9882","450.1602","19.9762"
"159.9400","16.0260","17.5810","-0.0010","15.9899","450.1032","19.9784"
"159.9600","16.0277","17.5766","-0.0017","15.9917","449.9890","19.9806"
"159.9800","16.0298","17.5730","-0.0005","15.9938","449.8976","19.9832"
"160.0000","16.0321","17.5748","-0.0009","15.9961","449.9435","19.9861"
"160.0200","16.0342","17.5793","0.0026","15.9982","450.0594","19.9887"
"160.0400","16.0363","17.5818","-0.0005","16.0003","450.1228","19.9913"
"160.0600","16.0383","17.5818","-0.0011","16.0023","450.1241","19.9938"
"160.0800","16.0402","17.5808","0.0008","16.0042","450.0983","19.9962"
"160.1000","16.0419","17.5779","-0.0009","16.0059","450.0240","19.9984"
"160.1200","16.0439","17.5737","0.0004","16.0079","449.9166","20.0008"
"160.1400","16.0460","17.5727","-0.0008","16.0100","449.8911","20.0034"
"160.1600","16.0480","17.5740","0.0011","16.0120","449.9236","20.0059"
"160.1800","16.0501","17.5753","0.0003","16.0140","449.9563","20.0085"
"160.2000","16.0521","17.5764","-0.0045","16.0161","449.9840","20.0111"
"160.2200","16.0540","17.5768","0.0016","16.0180","449.9944","20.0135"
"160.2400","16.0557","17.5751","0.0035","16.0197","449.9509","20.0156"
"160.2600","16.0576","17.5712","-0.0011","16.0216","449.8528","20.0180"
"160.2800","16.0598","17.5701","-0.0024","16.0238","449.8241","20.0207"
"160.3000","16.0619","17.5727","-0.0011","16.0259","449.8886","20.0234"
"160.3200","16.0642","17.5764","0.0026","16.0281","449.9857","20.0261"
"160.3400","16.0663","17.5802","0.0004","16.0303","450.0830","20.0288"
"160.3600","16.0682","17.5817","-0.0014","16.0322","450.1197","20.0312"
"160.3800","16.0698","17.5784","0.0002","16.0338","450.0371","20.0332"
"160.4000","16.0718","17.5726","-0.0018","16.0357","449.8885","20.0356"
"160.4200","16.0740","17.5711","0.0007","16.0380","449.8486","20.0384"
"160.4400","16.0762","17.5746","0.0026","16.0401","449.9389","20.0411"
"160.4600","16.0782","17.5782","-0.0019","16.0422","450.0297","20.0437"
"160.4800","16.0802","17.5789","-0.0011","16.0441","450.0483","20.0462"
"160.5000","16.0821","17.5772","0.0004","16.0460","450.0039","20.0485"
"160.5200","16.0838","17.5738","0.0005","16.0478","449.9174","20.0507"
"160.5400","16.0858","17.5703","0.0009","16.0498","449.8279","20.0532"
"160.5600","16.0880","17.5704","-0.0010","16.0520","449.8322","20.0559"
"160.5800","16.0900","17.5731","0.0005","16.0540","449.9003","20.0585"
"160.6000","16.0921","17.5746","-0.0011","16.0561","449.9391","20.0610"
"160.6200","16.0942","17.5756","-0.0010","16.0582","449.9633","20.0637"
"160.6400","16.0963","17.5767","0.0034","16.0602","449.9934","20.0663"
"160.6600","16.0980","17.5759","-0.0004","16.0619","449.9726","20.0684"
"160.6800","16.0998","17.5716","-0.0026","16.0638","449.8609","20.0707"
"160.7000","16.1019","17.5688","0.0001","16.0658","449.7891","20.0732"
"160.7200","16.1039","17.5691","0.0009","16.0679","449.7989","20.0758"
"160.7400","16.1060","17.5709","0.0011","16.0700","449.8437","20.0785"
"160.7600","16.1082","17.5738","-0.0005","16.0722","449.9172","20.0812"
"160.7800","16.1102","17.5763","-0.0007","16.0742","449.9816","20.0837"
"160.8000","16.1119","17.5751","-0.0001","16.0758","449.9523","20.0858"
"160.8200","16.1137","17.5700","-0.0008","16.0777","449.8205","20.0880"
"160.8400","16.1158","17.5669","0.0026","16.0798","449.7424","20.0907"
"160.8600","16.1180","17.5688","0.0009","16.0820","449.7903","20.0934"
"160.8800","16.1203","17.5734","-0.0039","16.0843","449.9083","20.0963"
"160.9000","16.1225","17.5780","0.0004","16.0864","450.0249","20.0990"
"160.9200","16.1243","17.5789","0.0016","16.0883","450.0497","20.1013"
"160.9400","16.1258","17.5743","0.0004","16.0898","449.9310","20.1032"
"160.9600","16.1276","17.5667","0.0005","16.0916","449.7363","20.1054"
"160.9800","16.1298","17.5634","-0.0011","16.0937","449.6514","20.1081"
"161.0000","16.1320","17.5667","-0.0002","16.0960","449.7368","20.1109"
"161.0200","16.1341","17.5717","-0.0010","16.0981","449.8653","20.1136"
"161.0400","16.1360","17.5741","0.0017","16.1000","449.9266","20.1160"
"161.0600","16.1379","17.5728","0.0027","16.1018","449.8924","20.1182"
"161.0800","16.1395","17.5692","-0.0033","16.1035","449.8005","20.1203"
"161.1000","16.1415","17.5648","-0.0013","16.1054","449.6877","20.1227"
"161.1200","16.1438","17.5645","0.0016","16.1077","449.6791","20.1256"
"161.1400","16.1460","17.5691","0.0017","16.1099","449.7977","20.1283"
"161.1600","16.1481","17.5733","0.0009","16.1120","449.9065","20.1310"
"161.1800","16.1501","17.5752","-0.0034","16.1141","449.9526","20.1335"
"161.2000","16.1522","17.5753","-0.0005","16.1161","449.9570","20.1361"
"161.2200","16.1539","17.5738","0.0019","16.1179","449.9191","20.1383"
"161.2400","16.1558","17.5696","0.0006","16.1198","449.8115","20.1406"
"161.2600","16.1580","17.5675","0.0010","16.1219","449.7577","20.1433"
"161.2800","16.1600","17.5689","-0.0027","16.1240","449.7930","20.1459"
"161.3000","16.1621","17.5708","-0.0002","16.1261","449.8408","20.1485"
"161.3200","16.1642","17.5719","0.0026","16.1281","449.8696","20.1511"
"161.3400","16.1661","17.5720","-0.0015","16.1301","449.8710","20.1536"
